#{"t_start": 1765325655.7412353, "env_id": "Chess-v0"}
r,l,t
-1.0,30,43137.438873
-1.0,27,43150.27085
-1.0,20,43159.095071
-1.0,38,43176.013509
-1.0,44,43194.31379
-1.0,15,43201.094009
-1.0,26,43212.745747
-1.0,27,43224.393048
-1.0,9,43228.700019
-1.0,67,43256.004444
-1.0,11,43261.15638
-1.0,19,43269.701248
-1.0,16,43277.165102
-1.0,40,43293.22037
-1.0,39,43309.273928
-1.0,45,43326.393336
-1.0,29,43339.324247
-1.0,24,43349.461987
-1.0,36,43364.139229
-1.0,24,43374.033099
-1.0,21,43382.744633
-1.0,16,43390.297099
-1.0,28,43403.396682
-1.0,46,43423.057472
-1.0,37,43438.562184
-1.0,31,43452.061985
-1.0,19,43460.344455
-1.0,28,43472.848319
-1.0,36,43487.986161
-1.0,41,43505.241152
-1.0,31,43519.614801
-1.0,31,43534.404427
-1.0,41,43551.635312
-1.0,34,43566.509902
-1.0,28,43578.820361
-1.0,29,43591.882554
-1.0,39,43608.918589
-1.0,22,43618.313671
-1.0,14,43626.613574
-1.0,19,43635.026366
-1.0,20,43644.437837
-1.0,30,43657.477034
-1.0,28,43670.678168
-1.0,26,43682.582107
-1.0,24,43692.875612
-1.0,21,43702.099055
-1.0,37,43718.711876
-1.0,39,43735.999879
-1.0,34,43751.000674
-1.0,25,43762.161784
-1.0,10,43766.586277
-1.0,22,43775.73401
-1.0,14,43782.293941
-1.0,45,43801.32111
-1.0,25,43812.448849
-1.0,17,43820.376592
-1.0,28,43832.433565
-1.0,38,43848.489706
-1.0,10,43853.47312
-1.0,40,43871.379582
-1.0,36,43886.142308
-1.0,24,43896.681721
-1.0,38,43912.721388
-1.0,33,43925.804798
-1.0,20,43935.420365
-1.0,25,43945.358496
-1.0,30,43958.046977
-1.0,23,43968.086782
-1.0,32,43982.155368
-1.0,10,43987.120456
-1.0,34,44001.528793
-1.0,39,44018.148823
-1.0,9,44022.798274
-1.0,10,44027.472396
-1.0,27,44038.790041
-1.0,23,44049.889821
-1.0,32,44063.671449
-1.0,22,44073.984154
-1.0,18,44082.744227
-1.0,33,44096.52794
-1.0,23,44106.72496
-1.0,46,44126.012692
-1.0,40,44142.545341
-1.0,18,44150.688345
-1.0,19,44159.331987
-1.0,30,44171.784926
-1.0,28,44184.199757
-1.0,27,44195.499574
-1.0,34,44210.154828
-1.0,20,44219.124673
-1.0,13,44225.518192
-1.0,39,44240.055657
-1.0,30,44253.143641
-1.0,27,44264.527307
-1.0,16,44272.030321
-1.0,20,44280.538535
-1.0,32,44293.838601
-1.0,41,44309.479151
-1.0,14,44315.865201
-1.0,35,44330.529778
-1.0,19,44338.941418
-1.0,34,44352.380172
-1.0,26,44363.496654
-1.0,14,44369.607724
-1.0,31,44382.554338
-1.0,19,44390.874135
-1.0,27,44401.24903
-1.0,20,44410.184851
-1.0,46,44428.532351
-1.0,18,44436.606357
-1.0,14,44443.470103
-1.0,34,44457.931115
-1.0,27,44468.428991
-1.0,11,44473.709437
-1.0,29,44485.438344
-1.0,21,44494.313951
-1.0,17,44501.920489
-1.0,30,44516.434193
-1.0,21,44525.461137
-1.0,21,44533.978246
-1.0,28,44546.083086
-1.0,41,44563.189156
-1.0,37,44578.404967
-1.0,44,44596.013003
-1.0,24,44606.046264
-1.0,36,44621.680436
-1.0,18,44629.738439
-1.0,24,44640.49609
-1.0,18,44647.828497
-1.0,36,44662.54403
-1.0,26,44674.190893
-1.0,17,44681.839517
-1.0,17,44689.456155
-1.0,21,44698.185634
-1.0,25,44709.177449
-1.0,43,44726.507629
-1.0,21,44735.338076
-1.0,31,44748.273731
-1.0,23,44758.634027
-1.0,26,44769.529106
-1.0,30,44781.818609
-1.0,14,44787.847315
-1.0,38,44803.02635
-1.0,37,44818.458689
-1.0,24,44828.345379
-1.0,28,44839.623108
-1.0,27,44851.436262
-1.0,40,44867.510959
-1.0,20,44876.14869
-1.0,43,44893.323647
-1.0,23,44903.651678
-1.0,51,44922.470379
-1.0,36,44936.674389
-1.0,17,44943.463076
-1.0,37,44959.1745
-1.0,11,44963.88927
-1.0,21,44972.980687
-1.0,39,44989.775964
-1.0,22,44999.417135
-1.0,26,45010.228664
-1.0,46,45027.312342
-1.0,19,45035.092797
-1.0,33,45048.190296
-1.0,31,45059.901177
-1.0,29,45071.839072
-1.0,29,45083.450454
-1.0,34,45097.634255
-1.0,43,45114.179031
-1.0,36,45128.905688
-1.0,24,45139.095867
-1.0,17,45146.112684
-1.0,25,45156.764057
-1.0,26,45168.20776
-1.0,22,45178.012098
-1.0,36,45193.0129
-1.0,28,45204.199074
-1.0,18,45212.245064
-1.0,22,45221.390532
-1.0,16,45228.09737
-1.0,16,45234.62882
-1.0,27,45245.635304
-1.0,30,45257.678632
-1.0,20,45265.738588
-1.0,29,45277.960701
-1.0,10,45281.86529
-1.0,32,45294.539136
-1.0,28,45306.004418
-1.0,29,45317.296057
-1.0,25,45327.787124
-1.0,11,45332.45852
-1.0,17,45339.638907
-1.0,42,45356.38378
-1.0,28,45369.421632
-1.0,15,45375.799182
-1.0,37,45390.673705
-1.0,27,45401.16408
-1.0,30,45414.712014
-1.0,40,45430.129573
-1.0,45,45450.240146
-1.0,31,45463.538077
-1.0,18,45470.923348
-1.0,36,45485.81117
-1.0,27,45496.529111
-1.0,16,45503.026716
-1.0,27,45514.242147
-1.0,23,45524.195696
-1.0,26,45534.897182
-1.0,34,45548.318202
-1.0,30,45560.247477
-1.0,37,45574.744512
-1.0,16,45581.529478
-1.0,32,45594.199556
-1.0,27,45605.237488
-1.0,7,45608.418542
-1.0,39,45624.575267
-1.0,25,45634.251363
-1.0,49,45654.396756
-1.0,26,45664.800061
-1.0,29,45676.414525
-1.0,11,45681.248899
-1.0,15,45687.471024
-1.0,33,45700.506075
-1.0,42,45717.754613
-1.0,40,45735.098054
-1.0,32,45747.627438
-1.0,9,45751.572168
-1.0,24,45761.970847
-1.0,23,45771.879189
-1.0,37,45786.692057
-1.0,15,45793.340057
-1.0,38,45809.358293
-1.0,29,45822.328843
-1.0,26,45834.439457
-1.0,28,45846.842716
-1.0,31,45860.570725
-1.0,26,45872.542617
-1.0,26,45884.074797
-1.0,33,45899.07137
-1.0,38,45915.01785
-1.0,31,45927.486027
-1.0,24,45938.391986
-1.0,13,45944.456467
-1.0,25,45955.978385
-1.0,14,45962.327152
-1.0,54,45984.054113
-1.0,21,45993.545991
-1.0,22,46004.247514
-1.0,27,46016.738431
-1.0,43,46034.581075
-1.0,21,46044.224523
-1.0,14,46051.042851
-1.0,35,46066.157856
-1.0,55,46088.648055
-1.0,23,46099.814887
-1.0,34,46114.772303
-1.0,15,46121.819655
-1.0,29,46134.621356
-1.0,16,46141.953581
-1.0,45,46162.349973
-1.0,29,46175.699723
-1.0,35,46190.609192
-1.0,21,46199.946274
-1.0,30,46214.280961
-1.0,22,46224.653747
-1.0,47,46249.089643
-1.0,24,46260.729907
-1.0,38,46278.774139
-1.0,50,46300.259536
-1.0,8,46304.262348
-1.0,11,46309.637398
-1.0,60,46334.434566
-1.0,18,46342.403483
-1.0,25,46353.771018
-1.0,17,46362.10158
-1.0,23,46372.751067
-1.0,28,46385.174033
-1.0,35,46401.389374
-1.0,35,46417.310325
-1.0,31,46431.878341
-1.0,30,46446.710693
-1.0,27,46458.683262
-1.0,14,46466.094017
-1.0,42,46485.285889
-1.0,30,46501.026833
-1.0,34,46515.650547
-1.0,28,46528.446806
-1.0,34,46543.958318
-1.0,30,46557.757268
-1.0,25,46568.971627
-1.0,21,46578.8173
-1.0,36,46594.58405
-1.0,32,46606.870353
-1.0,42,46626.233667
-1.0,29,46639.4034
-1.0,31,46653.635786
-1.0,15,46661.083539
-1.0,18,46669.406503
-1.0,33,46684.389191
-1.0,32,46699.200479
-1.0,26,46711.186514
-1.0,18,46719.491009
-1.0,15,46726.514571
-1.0,27,46738.942289
-1.0,28,46750.548359
-1.0,25,46761.179592
-1.0,15,46768.869511
-1.0,21,46778.922605
-1.0,25,46790.571216
-1.0,16,46797.552011
-1.0,26,46809.66153
-1.0,18,46817.727504
-1.0,32,46831.932385
-1.0,34,46846.142287
-1.0,30,46859.505303
-1.0,19,46868.085272
-1.0,44,46887.168567
-1.0,52,46910.86132
-1.0,30,46925.717026
-1.0,32,46939.56784
-1.0,15,46946.190954
-1.0,21,46956.249722
-1.0,50,46976.735511
-1.0,25,46987.45453
-1.0,30,47000.101038
-1.0,32,47013.739053
-1.0,23,47024.654441
-1.0,11,47030.145188
-1.0,37,47046.483709
-1.0,11,47051.652514
-1.0,10,47056.511589
-1.0,20,47065.87726
-1.0,22,47076.301723
-1.0,23,47086.623077
-1.0,19,47095.84334
-1.0,39,47113.123414
-1.0,35,47129.492721
-1.0,38,47146.474957
-1.0,44,47167.803062
-1.0,38,47185.957339
-1.0,41,47205.130528
-1.0,36,47220.331095
-1.0,36,47236.990592
-1.0,27,47249.322969
-1.0,18,47258.42792
-1.0,25,47269.983322
-1.0,32,47283.904018
-1.0,29,47296.350572
-1.0,13,47301.913677
-1.0,38,47319.606796
-1.0,31,47334.453294
-1.0,11,47339.77304
-1.0,28,47352.889449
-1.0,21,47363.292002
-1.0,24,47374.298329
-1.0,18,47383.231573
-1.0,17,47390.975423
-1.0,31,47405.374648
-1.0,47,47424.55215
-1.0,27,47436.894568
-1.0,17,47445.106874
-1.0,27,47457.561148
-1.0,21,47467.449434
-1.0,16,47475.050713
-1.0,29,47488.246324
-1.0,12,47493.893725
-1.0,27,47506.456628
-1.0,22,47516.8571
-1.0,40,47534.75062
-1.0,41,47553.7923
-1.0,17,47562.649875
-1.0,36,47578.818473
-1.0,21,47589.205649
-1.0,46,47609.992115
-1.0,14,47615.992512
-1.0,9,47620.256311
-1.0,37,47637.364468
-1.0,40,47655.526801
-1.0,25,47667.226544
-1.0,20,47676.988215
-1.0,33,47692.040289
-1.0,51,47713.666555
-1.0,34,47728.17344
-1.0,19,47736.878773
-1.0,31,47750.589125
-1.0,23,47762.16741
-1.0,48,47782.390339
-1.0,27,47795.004967
-1.0,26,47807.14717
-1.0,41,47824.02858
-1.0,32,47838.434866
-1.0,24,47849.743204
-1.0,30,47862.644039
-1.0,25,47874.506677
-1.0,38,47891.161005
-1.0,16,47898.149877
-1.0,19,47907.286805
-1.0,25,47918.7506
-1.0,37,47935.024705
-1.0,15,47942.316182
-1.0,23,47953.707795
-1.0,19,47962.287788
-1.0,35,47978.375726
-1.0,23,47988.33204
-1.0,28,48002.059349
-1.0,22,48012.319869
-1.0,21,48021.815594
-1.0,36,48037.785198
-1.0,39,48054.516282
-1.0,21,48063.862642
-1.0,21,48073.614073
-1.0,36,48089.043794
-1.0,48,48111.735088
-1.0,27,48123.508507
-1.0,24,48134.944637
-1.0,19,48144.047515
-1.0,36,48160.641536
-1.0,18,48169.491292
-1.0,12,48175.290196
-1.0,17,48183.384727
-1.0,17,48191.381428
-1.0,25,48204.256257
-1.0,30,48218.389035
-1.0,49,48240.442316
-1.0,24,48251.178737
-1.0,32,48265.789502
-1.0,24,48277.216328
-1.0,32,48291.326476
-1.0,23,48302.409323
-1.0,7,48306.034553
-1.0,12,48311.857757
-1.0,26,48323.278763
-1.0,29,48337.004053
-1.0,28,48348.992929
-1.0,18,48358.223045
-1.0,23,48369.139344
-1.0,19,48378.232626
-1.0,21,48387.740878
-1.0,33,48403.061598
-1.0,31,48416.560523
-1.0,45,48436.429936
-1.0,49,48455.731467
-1.0,46,48476.152134
-1.0,18,48485.225199
-1.0,42,48503.14487
-1.0,38,48519.180882
-1.0,21,48529.262557
-1.0,17,48537.717482
-1.0,34,48553.30592
-1.0,11,48558.528134
-1.0,20,48567.648443
-1.0,53,48589.136618
-1.0,32,48603.938068
-1.0,34,48619.799782
-1.0,22,48629.313544
-1.0,34,48644.313622
-1.0,43,48662.196413
-1.0,19,48670.403683
-1.0,32,48684.852155
-1.0,21,48693.604338
-1.0,17,48701.790886
-1.0,29,48714.501849
-1.0,24,48725.494842
-1.0,22,48736.449553
-1.0,16,48744.274608
-1.0,31,48757.90031
-1.0,27,48770.29417
-1.0,25,48781.953896
-1.0,28,48795.164132
-1.0,33,48810.324527
-1.0,42,48828.88135
-1.0,19,48837.662517
-1.0,6,48840.732291
-1.0,30,48854.278687
-1.0,28,48867.050395
-1.0,31,48881.333324
-1.0,13,48886.982494
-1.0,34,48902.301766
-1.0,21,48911.967289
-1.0,19,48920.252163
-1.0,56,48942.382527
-1.0,16,48949.842928
-1.0,28,48963.313421
-1.0,20,48973.491853
-1.0,61,48998.596889
-1.0,14,49006.201002
-1.0,26,49018.374047
-1.0,32,49035.912925
-1.0,32,49050.581397
-1.0,30,49063.49552
-1.0,31,49078.000718
-1.0,36,49092.96474
-1.0,32,49107.424854
-1.0,46,49126.769612
-1.0,30,49140.29893
-1.0,20,49148.923929
-1.0,34,49164.153538
-1.0,26,49176.627536
-1.0,38,49193.859781
-1.0,18,49203.004725
-1.0,39,49220.041656
-1.0,41,49237.732161
-1.0,25,49249.157134
-1.0,38,49266.940211
-1.0,31,49280.786057
-1.0,16,49288.69305
-1.0,22,49298.681311
-1.0,32,49313.586601
-1.0,15,49320.845163
-1.0,35,49337.49215
-1.0,41,49356.598202
-1.0,20,49366.264433
-1.0,15,49372.590206
-1.0,24,49384.205951
-1.0,33,49398.880075
-1.0,25,49411.368956
-1.0,29,49424.835093
-1.0,4,49426.992089
-1.0,66,49455.563499
-1.0,29,49468.894677
-1.0,25,49479.774109
-1.0,28,49493.0142
-1.0,33,49508.629232
-1.0,27,49521.160807
-1.0,28,49534.62931
-1.0,31,49547.253477
-1.0,40,49564.532432
-1.0,24,49576.292563
-1.0,22,49586.564016
-1.0,22,49597.225758
-1.0,30,49611.139341
-1.0,23,49621.98238
-1.0,25,49633.64058
-1.0,29,49647.431125
-1.0,20,49657.031978
-1.0,15,49664.570609
-1.0,25,49677.167798
-1.0,42,49695.457391
-1.0,16,49703.327714
-1.0,22,49714.140356
-1.0,24,49725.082928
-1.0,21,49734.410107
-1.0,19,49742.354018
-1.0,38,49760.300408
-1.0,19,49768.910199
-1.0,29,49782.589024
-1.0,35,49797.368274
-1.0,28,49809.721083
-1.0,17,49818.03744
-1.0,33,49832.54011
-1.0,41,49851.818055
-1.0,22,49862.099552
-1.0,29,49876.183734
-1.0,31,49889.730352
-1.0,39,49906.885976
-1.0,17,49915.192536
-1.0,27,49928.469848
-1.0,30,49942.982508
-1.0,12,49948.947609
-1.0,30,49962.941353
-1.0,28,49977.934146
-1.0,34,49992.737535
-1.0,10,49997.577844
-1.0,30,50010.233193
-1.0,24,50021.75796
-1.0,23,50032.736648
-1.0,40,50050.615922
-1.0,43,50070.319842
-1.0,32,50085.035543
-1.0,46,50104.068981
-1.0,37,50120.390453
-1.0,29,50134.418847
-1.0,42,50152.601319
-1.0,24,50163.201032
-1.0,21,50172.756709
-1.0,25,50185.420471
-1.0,40,50203.373468
-1.0,50,50224.58158
-1.0,36,50241.992718
-1.0,32,50256.583587
-1.0,28,50269.180289
-1.0,17,50277.251296
-1.0,26,50289.594784
-1.0,27,50301.641851
-1.0,18,50310.782634
-1.0,20,50320.281737
-1.0,19,50329.124499
-1.0,30,50343.253423
-1.0,21,50352.524513
-1.0,13,50358.988516
-1.0,24,50369.737816
-1.0,47,50387.844481
-1.0,21,50396.831936
-1.0,18,50405.770275
-1.0,23,50416.076368
-1.0,14,50423.003393
-1.0,28,50435.624406
-1.0,22,50445.85594
-1.0,17,50453.796541
-1.0,24,50465.151672
-1.0,16,50472.252538
-1.0,7,50475.600975
-1.0,34,50490.428418
-1.0,15,50497.492523
-1.0,22,50507.437231
-1.0,16,50515.45299
-1.0,23,50525.273188
-1.0,20,50534.714557
-1.0,33,50549.229918
-1.0,14,50556.384623
-1.0,39,50573.719424
-1.0,14,50580.520603
-1.0,24,50592.232805
-1.0,32,50606.562479
-1.0,36,50623.518971
-1.0,20,50632.773858
-1.0,34,50649.110033
-1.0,27,50661.916614
-1.0,34,50677.901916
-1.0,31,50693.169709
-1.0,24,50703.588768
-1.0,14,50709.832763
-1.0,31,50724.764112
-1.0,33,50740.737443
-1.0,37,50757.348005
-1.0,38,50774.344117
-1.0,43,50792.926405
-1.0,53,50815.245119
-1.0,25,50826.877196
-1.0,23,50838.574161
-1.0,53,50860.877575
-1.0,35,50877.184218
-1.0,21,50887.343604
-1.0,23,50897.541468
-1.0,36,50915.249804
-1.0,31,50929.158585
-1.0,40,50945.226256
-1.0,23,50956.321395
-1.0,45,50977.17945
-1.0,27,50989.477628
-1.0,32,51004.958947
-1.0,34,51020.092348
-1.0,27,51031.885615
-1.0,28,51045.022351
-1.0,30,51060.756919
-1.0,30,51076.086728
-1.0,34,51091.48569
-1.0,26,51103.80154
-1.0,15,51110.708091
-1.0,28,51123.682004
-1.0,32,51137.980187
-1.0,27,51150.428622
-1.0,34,51165.918435
-1.0,30,51178.679363
-1.0,5,51181.141307
-1.0,38,51197.493769
-1.0,39,51214.342662
-1.0,16,51221.893027
-1.0,38,51238.61974
-1.0,36,51255.311471
-1.0,14,51262.515576
-1.0,15,51269.074089
-1.0,26,51281.054894
-1.0,45,51300.538569
-1.0,22,51311.19906
-1.0,19,51320.593932
-1.0,41,51339.159165
-1.0,49,51361.349189
-1.0,61,51388.022804
-1.0,37,51404.610564
-1.0,26,51416.635912
-1.0,27,51428.845048
-1.0,35,51443.683893
-1.0,31,51458.315474
-1.0,31,51472.332355
-1.0,56,51496.262883
-1.0,22,51506.727896
-1.0,17,51514.999046
-1.0,39,51531.895818
-1.0,24,51543.99665
-1.0,34,51559.887414
-1.0,27,51572.57209
-1.0,35,51587.427076
-1.0,17,51594.903794
-1.0,28,51606.507697
-1.0,19,51616.05755
-1.0,38,51632.372723
-1.0,24,51643.364379
-1.0,28,51656.548427
-1.0,11,51661.671075
-1.0,33,51675.923724
-1.0,44,51693.910905
-1.0,42,51712.406153
-1.0,28,51725.470674
-1.0,49,51745.979638
-1.0,39,51762.912447
-1.0,23,51773.117522
-1.0,19,51782.65675
-1.0,39,51800.695308
-1.0,22,51811.247467
-1.0,27,51823.458455
-1.0,35,51842.200492
-1.0,15,51849.946673
-1.0,35,51865.269046
-1.0,33,51879.949991
-1.0,38,51896.79491
-1.0,28,51909.515436
-1.0,32,51923.649461
-1.0,36,51938.084615
-1.0,24,51948.452635
-1.0,37,51964.788658
-1.0,7,51967.951015
-1.0,46,51987.065857
-1.0,31,52000.518934
-1.0,28,52014.712795
-1.0,27,52026.308203
-1.0,25,52038.273541
-1.0,34,52053.213132
-1.0,19,52062.232393
-1.0,24,52073.244946
-1.0,17,52080.962662
-1.0,30,52092.603144
-1.0,39,52109.119141
-1.0,19,52117.787359
-1.0,35,52133.151746
-1.0,36,52148.074894
-1.0,26,52159.91923
-1.0,20,52168.747835
-1.0,43,52187.737429
-1.0,23,52198.300467
-1.0,27,52210.062124
-1.0,29,52222.969695
-1.0,35,52238.672333
-1.0,33,52253.644245
-1.0,34,52268.758157
-1.0,24,52279.364185
-1.0,18,52287.471488
-1.0,29,52301.18379
-1.0,23,52312.730158
-1.0,21,52322.284517
-1.0,26,52334.243073
-1.0,30,52346.305094
-1.0,25,52357.527399
-1.0,22,52367.865688
-1.0,47,52385.814577
-1.0,22,52395.992326
-1.0,22,52407.097477
-1.0,22,52416.612714
-1.0,41,52433.874032
-1.0,34,52449.440956
-1.0,15,52457.052753
-1.0,16,52464.641614
-1.0,19,52473.525474
-1.0,32,52488.913263
-1.0,22,52499.504897
-1.0,23,52510.63804
-1.0,20,52519.772836
-1.0,29,52533.883319
-1.0,37,52551.082719
-1.0,24,52562.210392
-1.0,38,52577.830068
-1.0,20,52587.17256
-1.0,28,52601.135286
-1.0,20,52610.738882
-1.0,36,52626.630805
-1.0,17,52634.612537
-1.0,28,52647.195592
-1.0,34,52662.629643
-1.0,12,52668.513782
-1.0,42,52685.659314
-1.0,38,52702.662261
-1.0,32,52717.32539
-1.0,26,52730.693187
-1.0,18,52738.825564
-1.0,15,52745.799608
-1.0,28,52759.919398
-1.0,16,52767.531787
-1.0,41,52785.520431
-1.0,38,52802.021975
-1.0,21,52811.32939
-1.0,40,52830.644388
-1.0,12,52836.914869
-1.0,29,52851.007752
-1.0,28,52863.485492
-1.0,38,52880.446923
-1.0,27,52892.508561
-1.0,32,52906.461029
-1.0,26,52918.633757
-1.0,25,52929.69832
-1.0,10,52934.698189
-1.0,48,52955.492064
-1.0,19,52964.328949
-1.0,21,52974.200422
-1.0,11,52979.739801
-1.0,28,52993.677809
-1.0,39,53011.559488
-1.0,27,53024.22123
-1.0,19,53033.984849
-1.0,29,53048.88841
-1.0,28,53061.6699
-1.0,30,53074.938737
-1.0,21,53085.391832
-1.0,35,53102.01849
-1.0,37,53120.051359
-1.0,28,53133.102334
-1.0,27,53146.168089
-1.0,33,53161.408057
-1.0,32,53176.34366
-1.0,37,53192.973137
-1.0,32,53208.375531
-1.0,21,53217.976298
-1.0,31,53232.520332
-1.0,29,53245.734371
-1.0,22,53255.756449
-1.0,38,53272.599348
-1.0,28,53284.694641
-1.0,19,53294.50634
-1.0,28,53307.885749
-1.0,26,53320.21796
-1.0,24,53332.26788
-1.0,39,53349.703378
-1.0,14,53357.141101
-1.0,19,53366.126699
-1.0,32,53380.653571
-1.0,13,53386.813816
-1.0,18,53395.572189
-1.0,32,53409.239769
-1.0,28,53421.653677
-1.0,22,53431.498302
-1.0,31,53445.296775
-1.0,22,53456.186622
-1.0,22,53466.969837
-1.0,40,53484.768157
-1.0,32,53498.643137
-1.0,24,53510.020372
-1.0,17,53518.708407
-1.0,33,53533.008099
-1.0,33,53547.153143
-1.0,35,53562.513977
-1.0,20,53572.265803
-1.0,26,53584.247341
-1.0,28,53597.510494
-1.0,47,53618.29358
-1.0,24,53630.347574
-1.0,32,53645.040761
-1.0,40,53662.481632
-1.0,32,53678.072581
-1.0,11,53683.620585
-1.0,14,53690.94271
-1.0,40,53710.996753
-1.0,38,53727.924831
-1.0,49,53749.027409
-1.0,30,53763.278549
-1.0,33,53778.79763
-1.0,21,53789.161936
-1.0,23,53799.866916
-1.0,17,53808.74943
-1.0,36,53824.683097
-1.0,36,53840.67952
-1.0,40,53858.494972
-1.0,36,53876.124639
-1.0,16,53883.623661
-1.0,25,53894.284836
-1.0,20,53904.011887
-1.0,27,53916.078962
-1.0,16,53923.654746
-1.0,32,53938.142118
-1.0,41,53954.864536
-1.0,29,53968.736464
-1.0,28,53981.258692
-1.0,40,53998.5003
-1.0,45,54017.349492
-1.0,21,54026.635825
-1.0,29,54039.273806
-1.0,11,54044.083225
-1.0,26,54055.512447
-1.0,19,54064.117816
-1.0,22,54074.062559
-1.0,27,54085.785661
-1.0,34,54100.408561
-1.0,64,54125.603897
-1.0,26,54137.021128
-1.0,49,54157.327349
-1.0,45,54176.157385
-1.0,30,54189.344609
-1.0,27,54201.529369
-1.0,18,54209.193039
-1.0,31,54222.90799
-1.0,31,54236.110623
-1.0,21,54245.606478
-1.0,22,54255.167869
-1.0,25,54266.11657
-1.0,25,54278.072046
-1.0,49,54297.593258
-1.0,46,54316.026035
-1.0,29,54329.494615
-1.0,27,54341.790571
-1.0,27,54354.424588
-1.0,22,54365.804305
-1.0,24,54377.154825
-1.0,43,54396.945529
-1.0,27,54410.019974
-1.0,25,54421.229738
-1.0,30,54435.196551
-1.0,23,54445.721352
-1.0,36,54461.709076
-1.0,27,54474.382252
-1.0,30,54488.467087
-1.0,31,54502.974325
-1.0,37,54519.920506
-1.0,23,54531.023334
-1.0,23,54542.697577
-1.0,16,54550.908915
-1.0,16,54558.568416
-1.0,33,54574.234288
-1.0,27,54586.709413
-1.0,46,54607.728738
-1.0,45,54630.493246
-1.0,22,54641.881333
-1.0,30,54655.46033
-1.0,49,54675.592264
-1.0,43,54694.323581
-1.0,31,54710.1793
-1.0,32,54724.966333
-1.0,21,54735.169734
-1.0,31,54749.811875
-1.0,25,54762.329655
-1.0,17,54770.826575
-1.0,18,54780.14883
-1.0,27,54793.183064
-1.0,21,54803.94343
-1.0,38,54822.099656
-1.0,41,54841.822691
-1.0,29,54855.439332
-1.0,39,54874.17036
-1.0,35,54891.238441
-1.0,40,54911.624068
-1.0,35,54928.526443
-1.0,33,54943.393471
-1.0,8,54947.569702
-1.0,49,54970.151045
-1.0,39,54988.288366
-1.0,28,55002.294338
-1.0,21,55012.813643
-1.0,33,55029.242301
-1.0,37,55046.725922
-1.0,36,55065.038046
-1.0,26,55078.13139
-1.0,35,55094.112882
-1.0,53,55117.804673
-1.0,25,55129.565335
-1.0,36,55145.848704
-1.0,20,55156.354509
-1.0,67,55185.449825
-1.0,46,55206.218492
-1.0,36,55221.729713
-1.0,38,55238.921602
-1.0,19,55247.738009
-1.0,23,55258.490814
-1.0,25,55269.543896
-1.0,32,55284.903245
-1.0,24,55296.434314
-1.0,23,55307.454839
-1.0,31,55321.883132
-1.0,32,55335.967733
-1.0,15,55342.818411
-1.0,57,55366.083359
-1.0,18,55375.463652
-1.0,24,55387.007828
-1.0,12,55392.846663
-1.0,23,55403.899064
-1.0,37,55420.015101
-1.0,21,55429.615143
-1.0,29,55442.120691
-1.0,34,55457.622476
-1.0,38,55474.436306
-1.0,38,55492.544821
-1.0,41,55510.940148
-1.0,11,55515.967576
-1.0,35,55531.652538
-1.0,31,55545.972399
-1.0,26,55558.141789
-1.0,24,55570.071075
-1.0,30,55582.913612
-1.0,23,55595.217242
-1.0,22,55605.796821
-1.0,48,55626.481486
-1.0,29,55640.434464
-1.0,42,55659.727866
-1.0,17,55667.83363
-1.0,18,55677.283601
-1.0,30,55691.71675
-1.0,23,55702.611338
-1.0,32,55717.515105
-1.0,42,55737.403633
-1.0,37,55753.867671
-1.0,10,55759.116627
-1.0,23,55770.197722
-1.0,32,55784.741578
-1.0,43,55803.045323
-1.0,24,55814.413566
-1.0,11,55819.935019
-1.0,28,55831.498515
-1.0,23,55842.825292
-1.0,20,55852.6316
-1.0,33,55866.656055
-1.0,28,55879.524987
-1.0,42,55897.787964
-1.0,28,55911.196891
-1.0,33,55925.62471
-1.0,50,55948.405648
-1.0,55,55971.379332
-1.0,35,55986.451939
-1.0,26,55999.078941
-1.0,22,56009.305974
-1.0,37,56024.453839
-1.0,31,56039.043668
-1.0,36,56055.766579
-1.0,35,56072.546103
-1.0,26,56084.206913
-1.0,25,56095.781006
-1.0,30,56110.503727
-1.0,23,56121.291808
-1.0,34,56137.43554
-1.0,30,56151.124543
-1.0,34,56166.538636
-1.0,26,56178.630678
-1.0,31,56192.511654
-1.0,44,56211.473803
-1.0,22,56221.466927
-1.0,25,56233.088312
-1.0,37,56249.36534
-1.0,21,56258.783577
-1.0,42,56276.18962
-1.0,22,56286.434887
-1.0,40,56304.087902
-1.0,29,56318.228007
-1.0,11,56323.52603
-1.0,17,56332.165668
-1.0,18,56340.698547
-1.0,22,56350.609247
-1.0,30,56365.009287
-1.0,19,56373.865561
-1.0,15,56380.838853
-1.0,32,56395.919218
-1.0,51,56418.022309
-1.0,31,56432.678404
-1.0,28,56445.309084
-1.0,26,56457.37736
-1.0,44,56477.919505
-1.0,17,56486.030793
-1.0,14,56492.591261
-1.0,39,56508.908946
-1.0,21,56518.871355
-1.0,31,56535.643638
-1.0,16,56544.213318
-1.0,29,56557.962498
-1.0,23,56569.246347
-1.0,38,56585.01249
-1.0,26,56598.167327
-1.0,36,56614.15155
-1.0,24,56625.98469
-1.0,32,56640.329488
-1.0,42,56659.282125
-1.0,23,56669.73531
-1.0,36,56686.356264
-1.0,18,56694.901253
-1.0,30,56708.227896
-1.0,28,56721.826319
-1.0,24,56732.363433
-1.0,43,56750.712614
-1.0,21,56760.808388
-1.0,25,56772.815799
-1.0,36,56788.157507
-1.0,32,56803.39846
